Story_Num	Sentence_Num	Sentence
6	14	Abby whined that she didn't want him to get too big or he wouldn't be cute anymore.
6	15	'Small things, not big things, are cute, right?' she asked, half to herself.
6	16	The next day in art class, Abby needed two pieces of paper that were very expensive, to draw an elephant, but the teacher didn't mind Abby using the expensive paper because she was pleased with the drawing and wanted it on the wall.
6	17	The teacher, who was always very encouraging, remarked that the drawing Abby had made was very creative and beamed at Abby, giving her the seal of approval.
6	18	Back at home, Mom, convinced by Abby to clean out the tank, was cleaning with a special vacuum, or 'hoover'.
6	19	'Where's Mr. Sticky?' Abby asked first thing when she came home from school.
6	20	'On the side,' Mom replied.
6	21	And then she added, 'Don't worry.
6	22	I went extra slowly since it's better to be safe than sorry.'
6	23	Abby looked on all sides of the tank, but there was no sign of the water snail that she had discovered a couple of days ago.
6	24	She was very sad.
6	25	Her mom said to wait a few hours until the water clears to take another careful look.
6	26	That evening, Abby went up to her bedroom to check the tank again.
6	27	The water had settled and looked clear, but Abby could not see Mr. Sticky.
6	28	Abby kneeled down to have another look in the tank that her mom had cleared so thoroughly, but Mr. Sticky was still nowhere to be found.
6	29	Abby was a bundle of nerves as she descended the stairs.
6	30	In the study, surrounded by books and papers, her mom was working and she looked impatient when she saw Abby in the doorway and even more worried when she heard the bad news.
6	31	'He'll turn up,' Mom said, and that was that.
6	32	Then, to add fuel to the flames, she raised her tone of voice and said dismissively, 'For the time being, go to bed, Abby.
6	33	I've got masses of work to catch up on.'
6	34	Abby had a quick temper and she was angry as hell.
6	35	'You've hoovered him up, haven't you?' she said accusingly.
6	36	Abby's mom denied Abby's version of the story was true and said that she was careful, but because Mr. Sticky was so small he was hard to see.
6	37	'What's wrong with being small?'
6	38	'Nothing at all, but it makes things hard to find.'
6	39	'Or notice,' Abby said, suddenly feeling like the small, overlooked Mr. Sticky herself and storming from the room.
6	40	The door to the bedroom opened a few minutes later and Mom's face appeared.
6	41	She was there to try to make up for having been insensitive earlier.
6	42	She had put her work on the back burner and occupied herself with Sticky.
6	43	Abby, who was breathing fire all on account of the little snail, tried to ignore her, but it was hard when Mom walked over to the bed and sat next to her.
6	44	Mom, who Abby still strained to remain upset with, had gone out to find her glasses in order to search for Sticky more effectively.
6	45	'This is my new and extra powerful pair I have for important occasions like snail hunting,' she said.
6	46	She smiled at Abby, trying to butter her up, but Abby didn't smile back.
6	47	Abby believed her mom's idea would not succeed, but then she had an idea of her own.
6	48	'I've got a magnifying glass,' Abby suddenly remembered and rushed off to find it.
6	49	On the floor beside each other they sat, shuffling around the tank, looking all over the place and peering into the corners among the big pebbles and the pond weed.
6	50	Abby tried to imagine, if she were Sticky, a little water snail, where would she hide out?
6	51	At one point she thought she saw him, but it wasn't the water snail.
6	52	It was a large speck of dust that was deceptively bobbing around in the water like a live animal.
6	53	They were ready to call it quits, when suddenly Mom cried, 'Ah ha!'
6	54	Tucked in a curve of the archway, perfectly hidden against a pitch dark stone, sat Mr. Sticky, safe and sound.
6	55	'You, I can always count on,' Abby said to her mom, with relief.
6	56	Then she noticed another water snail was right next to Sticky and asked where this new addition to the family could have come from.
6	57	'I'm beginning to suspect the pond weed is guilty, don't you think?' replied Mom.
6	58	They both laughed and climbed into Abby's bed together and, though it was cozy, it was a bit of a squeeze.
6	59	'Budge up,' Mom said, giving Abby a push with her bottom.
6	60	'I can't because I'm already on the edge.'
6	61	'Good heavens, you've grown then.
6	62	When did that happen?
6	63	You could've put an elephant in here last time we did this.
6	64	Before I know it, you'll be all grown up.'
6	65	On her mom's chest Abby then put her head and smiled.
7	1	The text message said that Lucy Josephs was a failure.
7	2	It said she was ugly, had no style and the world hated her.
7	3	At least that was what it said to Lucy.
7	4	It said that and a whole lot more that she was struggling to understand.
7	5	The actual text of the note said that Lucy better not show up at the party tonight, because it was going to be bad enough already!
7	6	Lucy, who had started receiving these messages a few weeks ago, tapped the mobile screen to make the message disappear from view.
7	7	She only wished it was as easy to tap her heart and erase the trace the message had left there.
7	8	'Was that another one of those messages?' her mom asked, who was driving the car.
7	9	Lucy confirmed her mother's suspicion was founded as she answered dejectedly, 'I'm sorry to say it was.'
7	10	'Haven't you reported it yet?' asked Jill, Lucy's older sister who was sitting in the passenger seat.
7	11	'Yes,' Lucy replied, lying through her teeth.
7	12	That Lucy should not let the messages get to her and that the sender was only jealous were Lucy's mom's arguments, in an effort to comfort her daughter.
7	13	Lucy's mom suddenly felt guilty, for she had been the one to buy the phone for Lucy just a couple of months ago.
7	14	She then admitted her regret about the phone was still bugging her out loud as she sighed, 'I never should have given you that phone Lucy.'
7	15	'No, it's fine.
7	16	I love it,' said Lucy knowing that affording the phone had been no small thing for her mother.
7	17	It had been nothing but trouble though.
7	18	Lucy did not know who it was that was sending her the messages, and she did not know how they had got her number, but whoever it was, he or she had slowly taken over Lucy's life.
7	19	She was getting several texts a day now, all of which were abusive and hurtful.
7	20	Lucy wondered what the person who was messaging her might be thinking or trying to achieve with all of their hateful messages.
7	21	As the car pulled up outside the school, which looked like a large shadow in the darkness of a November evening, Lucy felt a shiver run down her spine.
7	22	Hastened by Jill, who did not want to be late to her own concert, Lucy hesitantly stepped out of the car and walked toward the school.
7	23	It was Jill who in her final year of high school had become involved in helping organize this year's school talent show, and she took her position very seriously.
7	24	Lucy hurried behind Jill, pulling on the worn, oversized coat that had originally belonged to Jill, in order to keep her dry as the raindrops fell all around them.
7	25	As the sisters entered the hall where the show was to take place, Jill filled with excitement while Lucy regretted that she had promised her mother she would participate in the show.
7	26	'To waste your talent would be a real shame, for you have such a beautiful voice,' her mother had argued two months back, when the concert was first announced.
7	27	Lucy had been considering it, for she did love to sing.
7	28	That very night, the first text message had come through.
7	29	'How does it feel to be tall and lanky like a giraffe?' it had asked, taking Lucy by surprise.
7	30	One of the popular girls, Lucy had always known she wasn't, but before the messages began, Lucy had always been quite proud of being a little different.
7	31	But text by text, Lucy's self-confidence had deflated and, in the end, it had taken some doing to get her to agree to perform in the show.
7	32	Now, however, Lucy had no choice but to make her way towards the stage where Jill was beckoning encouragingly to her.
7	33	She was the first performer.
7	34	Lucy, announced by her sister to the audience, was all nerves as she walked out onto the middle of the stage, where there was nothing but a microphone and her.
7	35	She heard the audience applaud and could feel a sense of anticipation emanate from the other side of the heavy curtain.
7	36	As the curtains began to part, she cast a worried look at Jill in the wings, who assured her with a positive thumbs up.
7	37	Lucy thought to herself that she could not go through with this and that she, unlike her older sister, was not confident enough to put herself before the judging audience.
7	38	The crowd looked up at her and Lucy was ready to run when the first notes of the music sounded out and a sudden calm settled over her.
7	39	She closed her eyes and shut everything out, including the audience, the nerves that threatened to take over, the text messages, and the way they made her feel.
7	40	It was just her and the music, and it was a love story that had been going on her whole life.
7	41	She began to sing, and all the pain and confusion that the messages had been causing inside her just flowed out.
7	42	The words were not important, for it was the feeling behind them that she latched onto.
7	43	Lucy was in the heart of the song with the rest of the world slipping away.
7	44	When the song finished and the last note died away, she opened her eyes.
7	45	To see the whole audience on their feet and the hall filled with cheers and applause was not what Lucy had expected.
7	46	Lucy allowed herself to enjoy the sense of achievement and belonging that she had not felt in a very long time.
7	47	Then she saw her mother, who was cheering the loudest of all in the crowd, and Jill, who was beaming at her with pride from the wings.
7	48	She knew she owed them big time for reminding her what she was capable of and who she really was.
7	49	The next time her phone bleeped she would tap the message straight into oblivion where it belonged.
8	1	The Roswell UFO Incident was the alleged recovery of extra-terrestrial debris, including alien corpses, from an object that crashed near Roswell, New Mexico, on or about July eighth, nineteen forty-seven.
8	2	Since the late nineteen seventies, the incident has been the subject of intense controversy and the subject of conspiracy theories as to the true nature of the object that crashed.
8	3	The United States military maintains the debris recovered was from an experimental high-altitude surveillance balloon that belonged to a classified program named 'Mogul'.
8	4	However, many UFO proponents maintain that, in fact, a crashed alien craft and bodies were recovered, and that the military then engaged in a cover-up.
8	5	The incident has turned into a widely known pop culture phenomenon, making the name Roswell synonymous with UFOs.
8	6	It ranks as one of the most publicized and controversial alleged UFO incidents.
8	7	On July ninth, nineteen forty-seven, a press release that Roswell Army Air Field issued stated that personnel from the field's Bomb Group had recovered a crashed 'flying disc' from a ranch near Roswell, sparking intense media interest.
8	8	Later the same day, the Commanding General of the Eighth Air Force stated that, in fact, a weather balloon had been recovered by the Roswell Army Air Field personnel, rather than a 'flying saucer'.
8	9	A subsequent press conference was called, featuring debris from the crashed object that confirmed the weather balloon description.
8	10	The case was quickly forgotten and almost completely ignored, even by UFO researchers, for more than thirty years.
8	11	Then, in nineteen seventy-eight, nuclear physicist and author Stanton Friedman interviewed Jesse Marcel, the only person known to have accompanied the Roswell debris from where it was recovered to Fort Worth.
8	12	Over the next few years, the accounts he and others gave elevated Roswell from a forgotten incident to perhaps the most famous UFO case of all time.
8	13	By the early nineteen nineties, UFO researchers had interviewed several hundred people who had, or who claimed to have had, a connection with the events at Roswell in nineteen forty-seven.
8	14	Additionally, hundreds of documents were obtained by Freedom of Information Act requests, as were some that insiders apparently leaked.
8	15	Their conclusions were that at least one alien craft had crashed in the Roswell vicinity, that aliens, some possibly still alive, were recovered, and that a massive cover-up of any knowledge of the incident was put in place.
8	16	Numerous books, articles, television specials and even a made-for-TV movie brought the nineteen forty-seven incident fame and notoriety, so that by the mid nineteen nineties, strong majorities in polls, such as a nineteen ninety-seven CNN Time poll, believed that aliens had visited earth and specifically that aliens had landed at Roswell and the government was covering up the fact.
8	17	During the nineteen eighties and nineteen nineties, a new narrative emerged which was at strong odds with what was reported in nineteen forty-seven.
8	18	This narrative evolved over the years from the time the first book on Roswell was published in nineteen eighty, as many new witnesses and accounts emerged, drawn out in part by the publicity on the incident.
8	19	Of the hundreds of witnesses that the various researchers interviewed, a seemingly impressive figure, a comparable few were true 'witnesses' who claimed to have actually seen debris or aliens.
8	20	Most of these so-called witnesses were repeating the claims of others, and their testimony would be inadmissible hearsay in an American court.
8	21	As for the several accounts from those who claimed to have seen aliens, critics identified a variety of problems with them.
8	22	These problems ranged from the reliability of second-hand accounts, to serious credibility problems with witnesses making demonstrably false or internally-inconsistent claims, to dubious death-bed 'confessions' or accounts from elderly or easily confused witnesses.
8	23	A basic problem with all the witness accounts, according to the critics, is that they all came a minimum of thirty-one years after the events in question, and in many cases were recounted more than forty years after the fact.
8	24	Not only are memories this old of dubious reliability, they were also subject to contamination from other accounts the witnesses may have been exposed to.
8	25	Though there had always been skeptics who had many objections to the plausibility of these accounts, it was not until the mid nineteen nineties that a strong counter-argument to the presence of aliens was widely publicized.
8	26	The General Accounting Office launched an inquiry and directed the Office of the Secretary of the Air Force to conduct an internal investigation.
8	27	The result was summarized in two reports.
8	28	The first, released in nineteen ninety-five, concluded that the reported recovered material in nineteen forty-seven was likely debris from a secret government program called Project Mogul, which involved high altitude balloons meant to detect sound waves generated by Soviet atomic bomb tests and ballistic missiles.
8	29	The second report, released two years later, in nineteen ninety-seven, concluded that reports of recovered alien bodies were likely a combination of innocently transformed memories of military accidents involving injured or killed personnel, innocently transformed memories of the recovery of anthropomorphic dummies in military programs US conducted in the nineteen fifties, and hoaxes that various witnesses and UFO proponents perpetrated.
8	30	The psychological effects of time compression and confusion about when events occurred explained the discrepancy with the years in question.
8	31	In January nineteen ninety-seven, Karl Pflock, one of the more prominent pro-UFO researchers, said, 'Based on my research and that of others, I'm as certain as it's possible to be without absolute proof, that no flying saucer or saucers crashed in the general vicinity of Roswell or on the Plains of San Agustin in nineteen forty-seven.'
8	32	He then added, 'The debris found was the remains of something very earthly, all but certainly something from the Top Secret Project Mogul.'
8	33	Although most now agree with this conclusion, each year, during July Fourth weekend, the City of Roswell hosts the Roswell UFO Festival celebrating all things UFO, featuring prominent UFOlogists and discussions.
9	1	Tulip mania was a period in the Dutch Golden Age during which contract prices for bulbs of the recently introduced tulip reached extraordinarily high levels and then suddenly collapsed.
9	2	At the peak of tulip mania in February sixteen thirty-seven, tulip contracts sold for more than ten times the annual income of a skilled craftsman.
9	3	It is generally considered the first recorded economic bubble.
9	4	The tulip, introduced to Europe in the mid sixteenth century from the Ottoman Empire, became very popular in the United Provinces, which we now know as the Netherlands.
9	5	Tulip cultivation in the United Provinces is generally thought to have started in earnest around fifteen ninety-three, after the Flemish botanist Charles de l'Ecluse had taken up a post at the University of Leiden and established a botanical garden, which is famous as one of the oldest in the world.
9	6	There, he planted his collection of tulip bulbs that the Emperor's ambassador sent to him from Turkey, which were able to tolerate the harsher conditions of the northern climate.
9	7	It was shortly thereafter that the tulips began to grow in popularity.
9	8	The flower rapidly became a coveted luxury item and a status symbol, and a profusion of varieties followed.
9	9	They were classified in groups: one-colored tulips of red, yellow, or white were known as Couleren, but it was the multicolored Rosen (red or pink on white background), Violetten (purple or lilac on white background), and, to a lesser extent, the Bizarden (red, brown or purple on yellow background) that were the most popular.
9	10	These spectacular and highly sought-after tulip bulbs would grow flowers with vivid colors, lines, and flames on the petals, as a result, it is now understood, of being infected with tulip-specific virus known as the 'Tulip breaking virus'.
9	11	The Dutch Golden Age growers named their new varieties with exalted titles.
9	12	Many early forms were prefixed with 'admiral', often combined with the growers' names.
9	13	'General' was another prefix that found its way into the names of around thirty varieties.
9	14	Later came varieties with even more superb names, such as even 'Admiral of Admirals' and 'General of Generals'.
9	15	Most of these varieties have now died out, though similar 'broken' tulips continue in the trade.
9	16	Tulips grow from bulbs, and can be propagated through both seeds and buds.
9	17	Seeds from a tulip will form a flowering bulb after seven-twelve years.
9	18	When a bulb grows into the flower, the original bulb will disappear, but a clone bulb forms in its place, as do several buds.
9	19	Properly cultivated, these buds will become bulbs of their own.
9	20	The 'tulip breaking' virus, which many botanists have studied, spreads only through buds, not seeds, and so cultivating the most appealing varieties takes years.
9	21	Propagation is greatly slowed down by the virus.
9	22	Tulips bloom in April and May for about a week, and the secondary buds appear shortly thereafter.
9	23	Bulbs can be uprooted and moved about from June to September, and thus actual purchases occurred during these months.
9	24	As the flowers grew in popularity, professional growers paid higher and higher prices for bulbs with the virus.
9	25	By sixteen thirty-four, in part as a result of demand from the French, speculators began to enter the market.
9	26	In sixteen thirty-six, the Dutch created a type of formal futures markets, which merchants used to sell and buy contracts to buy bulbs at the end of the season.
9	27	Traders met at taverns and buyers were required to pay a fee per trade.
9	28	People were purchasing bulbs at higher and higher prices, intending to re-sell them for a profit.
9	29	However, such a scheme could not last unless someone was ultimately willing to pay such high prices and take possession of the bulbs.
9	30	In February sixteen thirty-seven, tulip traders could no longer find new buyers willing to pay increasingly inflated prices for their bulbs.
9	31	As this realization set in, the demand for tulips collapsed, and prices plummeted.
9	32	The speculative bubble burst.
9	33	Some were left holding contracts to purchase tulips at prices now ten times greater than those on the open market, while others found themselves in possession of bulbs now worth a fraction of the price they had paid.
9	34	The event was popularized in eighteen forty-one by the book 'Extraordinary Popular Delusions and the Madness of Crowds', that a British journalist Charles Mackay wrote.
9	35	That crowds of people often behave irrationally was the main thesis of the book, and tulip mania was one of the primary examples.
9	36	According to Mackay, at one point twelve acres of land were offered for a Semper Augustus bulb.
9	37	He claims that many such investors ruined by the fall in prices were desperate, and Dutch commerce suffered a severe shock.
9	38	In Mackay's account, the panicked tulip speculators sought help from the government of the Netherlands, which responded by declaring that anyone who had bought contracts to purchase bulbs in the future could void their contract by payment of a ten percent fee.
9	39	Attempts that were made to resolve the situation to the satisfaction of all parties were unsuccessful.
9	40	The mania finally ended, Mackay says, with individuals stuck with the bulbs they held at the end of the crash.
9	41	No court would enforce payment of a contract, since judges regarded the debts as contracted through gambling, and thus not enforceable by law.
9	42	Although Mackay's book is a classic that many publishing houses continue reprinting today, his account is contested.
9	43	Many modern scholars believe the mania was not as extraordinary as Mackay described, with some arguing that the price changes may not have constituted a bubble.
9	44	Research on the tulip mania is difficult because of the limited data from the sixteen thirties.
9	45	However, some modern economists have proposed rational explanations, rather than a speculative mania, for the rise and fall in prices.
9	46	For example, other flowers, such as the hyacinth, also had high prices on the flower's introduction, which then fell dramatically.
9	47	The high prices may also have been driven by expectations of a parliamentary decree that contracts could be voided for a small cost, thus lowering the risk to buyers.
9	48	Despite these disagreements about whether the phenomenon technically constituted an economic bubble, the term 'tulip mania' is still often used metaphorically to refer to any large economic bubble, when asset prices deviate from intrinsic values.
10	1	Tourette's syndrome, a neurological disorder characterized by repetitive, involuntary movements, was named for Dr. Georges Gilles de la Tourette, the pioneering French neurologist who first described the condition in an eighty-six-year-old French noblewoman.
10	2	It is almost always in childhood that the early symptoms of Tourette's are first noticed, with the average onset between the ages of seven and ten years.
10	3	It is estimated that two hundred thousand Americans have the most severe form of Tourette's, and as many as one in a hundred people exhibit milder and less complex symptoms that include chronic motor and vocal tics or transient tics of childhood.
10	4	For the majority of people diagnosed with the disorder, Tourette's is not a chronic condition with symptoms lasting a lifetime.
10	5	Rather it is a condition whose severity peaks in the early teens, with improvement occurring in the late teens and continuing into adulthood.
10	6	However, approximately ten percent of those affected have a progressive or disabling course that lasts into adulthood.
10	7	It is not uncommon for symptoms to be present for an extended period of time before a formal diagnosis of Tourette's is obtained.
10	8	The reasons for this are many and may include the fact that for families and physicians unfamiliar with Tourette's, mild and even moderate tic symptoms may be considered inconsequential, part of a developmental phase, or the result of another condition.
10	9	For example, parents may think that eye blinking is related to vision problems or that sniffing is related to seasonal allergies.
10	10	There are many patients who are self-diagnosed after they, their parents, other relatives, or friends read or hear about Tourette's from others.
10	11	Tics are classified as either simple or complex.
10	12	Simple motor tics are sudden, brief, repetitive movements that involve a limited number of muscle groups.
10	13	Some of the more common simple tics include eye blinking, facial grimacing, shoulder shrugging, and head or shoulder jerking.
10	14	Simple vocalizations, which motor tics typically precede, might include repetitive throat-clearing, sniffing, or grunting sounds.
10	15	Complex tics are distinct, coordinated patterns of movement that involve several muscle groups.
10	16	Complex motor tics might include facial grimacing combined with a head twist and a shoulder shrug.
10	17	Other complex motor tics may actually appear purposeful, including sniffing or touching objects, hopping, jumping, bending, or twisting.
10	18	Complex vocal tics include words or phrases.
10	19	Perhaps the most dramatic and disabling tics include motor movements that result in self-harm such as punching oneself in the face, or vocal tics including coprolalia, which involves uttering swear words, or echolalia, which involves repeating the words or phrases of others.
10	20	Tics are often worse with excitement or anxiety and better during calm, focused activities.
10	21	Certain physical experiences can trigger or worsen tics.
10	22	For example, tight collars may trigger neck tics, or hearing another person sniff or throat-clear may trigger the production of similar sounds.
10	23	Tics come and go over time, varying in type, frequency, location, and severity.
10	24	The first symptoms Tourette's patients experience usually occur in the head and neck area, though they may progress to include muscles of the trunk and extremities.
10	25	The symptoms of Tourette's are involuntary, but there are some people who can sometimes suppress, camouflage, or otherwise manage their tics in an effort to minimize their impact on functioning.
10	26	However, people affected by Tourette's often report a substantial buildup in tension when suppressing their tics to the point where they often feel that the tic must be expressed.
10	27	Tics in response to an environmental trigger can appear to be voluntary or purposeful, but are not.
10	28	Many people with Tourette's experience additional neurobehavioral problems that include inattention, hyperactivity and impulsivity.
10	29	People with Tourette's have also reported problems with depression or anxiety disorders, as well as other difficulties Tourette's syndrome may or may not directly cause.
10	30	Tourette's is a diagnosis doctors make after verifying that the patient has had both motor and vocal tics for at least one year.
10	31	The existence of other neurological or psychiatric conditions can also help doctors establish the diagnosis of Tourette's is the correct one.
10	32	Knowledgeable clinicians consulted by patients do not often misdiagnose common tics.
10	33	However, atypical symptoms or atypical presentation such as onset of symptoms in adulthood may require specialty expertise for diagnosis.
10	34	There are no blood or laboratory tests needed for diagnosis.
10	35	However, neuroimaging studies, which include magnetic resonance imaging, computerized tomography, and electroencephalograms, as well as certain lab tests may be used to rule out other conditions that Tourette's might be confused with.
10	36	In terms of the role of genes in the disorder, evidence from twin and family studies suggests that Tourette's is an inherited disorder.
10	37	Although early family studies suggested an autosomal dominant mode of inheritance characterized the condition, more recent studies discovered the pattern of inheritance was much more complex.
10	38	Although there may be a few genes that have substantial effects, it's also possible that many genes with smaller effects and environmental factors may play a role in the development of Tourette's.
10	39	Genetic studies also suggest that some forms of Attention Deficit Hyperactivity Disorder and Obsessive Compulsive Disorder are genetically related to Tourette's, but there is less evidence for a genetic relationship between Tourette's and other neurobehavioral problems that Tourette's commonly co-occurs with.
10	40	An important role in Tourette's gene expression is played by the sex of the person.
10	41	In particular, males affected by the gene are more likely to have tics and females who have a genetic predisposition are more likely to have obsessive-compulsive symptoms.
10	42	Much current research is aimed at better understanding the genetic basis and symptomology of Tourette's, as well as its relationship to related disorders.
10	43	The hope is that this research leads to better diagnostic tools and better treatments for Tourette's.
